X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.2469667829999,42.977749671,4441,137287521,M604,Long-Term Care Home,MHFA,Douglas H. Rapelje Lodge, , , ,277 Plymouth Road, , ,Welland,L3B6E3,20210527134501,20210526122233
-80.20786437,42.7878894930001,4442,137287522,1056,Long-Term Care Home,NH for-profit,Dover Cliffs, , , ,501 St. George Street,Postal Office Box 430, ,Port Dover,N0A1N0,20210527134210,20210526122233
-79.4855957249999,43.751184197,4443,137287523,1041,Long-Term Care Home,NH for-profit,Downsview Long Term Care Centre, , , ,3595 Keele Street, , ,Toronto,M3J1M7,20210527134027,20210526122233
-80.200499183,44.0764900200001,4444,137287524,M516,Long-Term Care Home,MHFA,Dufferin Oaks, , , ,151 Centre Street, , ,Shelburne,L9V3R7,20210527134410,20210526122233
-75.355568197,45.0886035120001,4445,137287525,2674,Long-Term Care Home,NH non-profit,Dundas Manor Nursing Home, , , ,533 Clarence Street,Postal Office Box 970, ,Winchester,K0C2K0,20210527134228,20210526122233
-79.863943202,43.256426393,4446,137287526,2739,Long-Term Care Home,NH for-profit,Dundurn Place Care Centre, , , ,39 Mary Street, , ,Hamilton,L8R3L8,20210527133627,20210526122234
-77.39029009,44.1980335700001,4447,137287527,2668,Long-Term Care Home,NH for-profit,E. J. McQuigge Lodge, , , ,38 Black Diamond Road,Postal Office Box 68, ,Belleville,K0K1K0,20210527133825,20210526122234
-79.463404345,44.0489484500001,4448,137287528,2240,Long-Term Care Home,NH for-profit,Eagle Terrace, , , ,329 Eagle Street, , ,Newmarket,L3Y1K3,20210527135014,20210526122234
-81.2186872089999,43.0268609880001,4449,137287529,3047,Long-Term Care Home,NH for-profit,Earls Court Village, , , ,1390 Highbury Avenue North, , ,London,N5Y0B6,20210527134343,20210526122234
-79.3577234049999,46.0787268980001,4450,137287530,M517,Long-Term Care Home,MHFA,Eastholme Home for the Aged, , , ,62 Big Bend Avenue,Postal Office Box 400, ,Powassan,P0H1Z0,20210527134510,20210526122235
-79.56060244,43.6474997760001,4451,137287531,2468,Long-Term Care Home,NH for-profit,Eatonville Care Centre, , , ,420 The East Mall, , ,Toronto,M9B3Z9,20210527134858,20210526122235
-80.166736827,43.5810790360001,4452,137287532,2777,Long-Term Care Home,NH for-profit,Eden House Nursing Home, , , ,5016 Wellington County Road 29,R.R. 2, ,Guelph,N1H6H8,20210527135032,20210526122235
-79.6259569969999,42.906146741,4453,137287533,2963,Long-Term Care Home,NH non-profit,Edgewater Gardens Long Term Care Centre, , , ,428 Broad Street West, , ,Dunnville,N1A1T3,20210527134122,20210526122235
-79.183204931,43.7755141160001,4454,137287534,2804,Long-Term Care Home,NH non-profit,Ehatare Nursing Home, , , ,40 Old Kingston Road, , ,Toronto,M1E3J5,20210527134012,20210526122235
-81.099658491,44.3105885160001,4455,137287535,2725,Long-Term Care Home,NH for-profit,Elgin Abbey Nursing Home, , , ,380 First Avenue North,Postal Office Box 7, ,Chesley,N0G1L0,20210527134254,20210526122236
-81.2375591909999,42.769014441,4456,137287536,M518,Long-Term Care Home,MHFA,Elgin Manor, , , ,39262 Fingal Line,R.R. 1, ,St. Thomas,N5P3S5,20210527134734,20210526122236
-79.4416912249999,43.9017298260001,4457,137287537,2869,Long-Term Care Home,NH for-profit,Elginwood, , , ,182 Yorkland Street, , ,Richmond Hill,L4S2M9,20210527134436,20210526122236
-75.696028639,45.432221057,4458,137287538,2759,Long-Term Care Home,NH non-profit,Élisabeth-Bruyère Residence, , , ,75 Bruyère Street, , ,Ottawa,K1N5C8,20210527134436,20210526122236
-81.026749006,46.6119610980001,4459,137287539,2868,Long-Term Care Home,NH for-profit,Elizabeth Centre, , , ,2100 Main Street, , ,Greater Sudbury,P3N1S7,20210527133812,20210526122236
-79.430700798,43.640315881,4460,137287540,2515,Long-Term Care Home,NH for-profit,Elm Grove Living Centre, , , ,35 Elm Grove Avenue, , ,Toronto,M6K2J2,20210527134328,20210526122236
-81.2652135179999,42.969482676,4461,137287541,2662,Long-Term Care Home,NH for-profit,Elmwood Place, , , ,46 Elmwood Place West, , ,London,N6J1J2,20210527134341,20210526122236
-93.841382192,48.63132675,4462,137287542,2831,Long-Term Care Home,NH non-profit,EMO Health Centre, , , ,170 Front Street,Postal Office Box 390, ,Emo,P0W1E0,20210527134158,20210526122237
-79.667360964,43.534746151,4463,137287543,2736,Long-Term Care Home,NH for-profit,Erin Mills Lodge Nursing Home, , , ,2132 Dundas Street West, , ,Mississauga,L5K2K7,20210527134942,20210526122237
-80.45483501,44.55950699,4464,137287544,2513,Long-Term Care Home,NH for-profit,Errinrung Long Term Care Home, , , ,67 Bruce Street South,Postal Office Box 69, ,The Blue Mountains,N0H2P0,20210527133726,20210526122237
-81.78087981,46.2488948000001,4465,137287545,2755,Long-Term Care Home,NH non-profit,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap), , , ,825 Mckinnon Drive, , ,Espanola,P5E1R4,20210527133950,20210526122238
-81.78087981,46.2488948000001,4466,137287546,2932,Long-Term Care Home,NH non-profit,Espanola General Hospital (operating as Espanola Nursing Home-LTC), , , ,825 Mckinnon Drive, , ,Espanola,P5E1R4,20210527134026,20210526122238
-81.4740962179999,43.3465496310001,4467,137287547,2749,Long-Term Care Home,NH for-profit,Exeter Villa, , , ,155 John Street East, , ,Exeter,N0M1S1,20210527133840,20210526122238
-79.390672399,43.7934125090001,4468,137287548,2460,Long-Term Care Home,NH for-profit,Extendicare Bayview, , , ,550 Cummer Avenue, , ,Toronto,M2K2M2,20210527134755,20210526122238
-79.735872397,43.6553905690001,4469,137287549,2847,Long-Term Care Home,NH for-profit,Extendicare Brampton, , , ,7891 McLaughlin Road, , ,Brampton,L6Y5H8,20210527134016,20210526122238
-78.172093224,43.9837752980001,4470,137287550,2851,Long-Term Care Home,NH for-profit,Extendicare Cobourg, , , ,130 New Densmore Road, , ,Cobourg,K9A5W2,20210527134904,20210526122238
-80.937504766,46.507172886,4471,137287551,2590,Long-Term Care Home,NH for-profit,Extendicare Falconbridge, , , ,281 Falconbridge Road, , ,Greater Sudbury,P3A5K4,20210527133929,20210526122238
-79.2031312349999,43.74686311,4472,137287552,2164,Long-Term Care Home,NH for-profit,Extendicare Guildwood, , , ,60 Guildwood Parkway, , ,Toronto,M1E1N9,20210527133714,20210526122239
-78.5032218269999,45.0513781670001,4473,137287553,2644,Long-Term Care Home,NH for-profit,Extendicare Haliburton, , , ,167 Park Street,Postal Office Box 780, ,Haliburton,K0M1S0,20210527134724,20210526122239
-79.9481279629999,43.649226158,4474,137287554,2892,Long-Term Care Home,NH for-profit,Extendicare Halton Hills, , , ,9 Lindsay Court, , ,Halton Hills,L7G6G9,20210527134500,20210526122239
-79.921459919,43.237261387,4475,137287555,2858,Long-Term Care Home,NH for-profit,Extendicare Hamilton, , , ,90 Chedmac Drive, , ,Hamilton,L9C7S6,20210527134214,20210526122239
-82.409826811,49.4166351430001,4476,137287556,2610,Long-Term Care Home,NH for-profit,Extendicare Kapuskasing, , , ,45 Ontario Street,Postal Office Box 460, ,Kapuskasing,P5N2Y5,20210527134315,20210526122239
-78.7236958359999,44.3638333390001,4477,137287557,2838,Long-Term Care Home,NH for-profit,Extendicare Kawartha Lakes, , , ,125 Colborne Street East, , ,Kawartha Lakes,K9V6J2,20210527134025,20210526122240
-76.5353717149999,44.2394013150001,4478,137287558,2616,Long-Term Care Home,NH for-profit,Extendicare Kingston, , , ,309 Queen Mary Road, , ,Kingston,K7M6P4,20210527134140,20210526122240
-80.0184528509999,48.155747391,4479,137287559,2670,Long-Term Care Home,NH for-profit,Extendicare Kirkland Lake, , , ,155 Government Road East, , ,Kirkland Lake,P2N3P4,20210527135025,20210526122240
-78.2820762979999,44.42449937,4480,137287560,2843,Long-Term Care Home,NH for-profit,Extendicare Lakefield, , , ,19 Fraser Street, , ,Lakefield,K0L2H0,20210527134337,20210526122240
-75.610841012,45.446406763,4481,137287561,2665,Long-Term Care Home,NH for-profit,Extendicare Laurier Manor, , , ,1715 Montreal Road, , ,Ottawa,K1J6N4,20210527133843,20210526122240
-81.2485370159999,43.0004160820001,4482,137287562,2173,Long-Term Care Home,NH for-profit,Extendicare London, , , ,860 Waterloo Street, , ,London,N6A3W6,20210527133731,20210526122241
-84.30371525,46.534958804,4483,137287563,3043,Long-Term Care Home,NH for-profit,Extendicare Maple View of Sault Ste. Marie, , , ,650 Northern Avenue, , ,Sault Ste. Marie,P6B6G3,20210527134828,20210526122241
-75.758353653,45.3543636410001,4484,137287564,2579,Long-Term Care Home,NH for-profit,Extendicare Medex, , , ,1865 Baseline Road, , ,Ottawa,K2C3K6,20210527133630,20210526122241
-79.727897392,43.632480065,4485,137287565,2884,Long-Term Care Home,NH for-profit,Extendicare Mississauga, , , ,855 John Watt Boulevard, , ,Mississauga,L5W1G2,20210527133712,20210526122241
-75.779075161,45.3752625440001,4486,137287566,2302,Long-Term Care Home,NH for-profit,Extendicare New Orchard Lodge, , , ,99 New Orchard Avenue, , ,Ottawa,K2B5E6,20210527133634,20210526122241
-78.8751524429999,43.8973774510001,4487,137287567,2439,Long-Term Care Home,NH for-profit,Extendicare Oshawa, , , ,82 Park Road North, , ,Oshawa,L1J4L1,20210527134922,20210526122241
-78.345645108,44.2985624450001,4488,137287568,2572,Long-Term Care Home,NH for-profit,Extendicare Peterborough, , , ,860 Alexander Court, , ,Peterborough,K9J6B4,20210527135040,20210526122242
-78.284144059,43.96724219,4489,137287569,2925,Long-Term Care Home,NH for-profit,Extendicare Port Hope, , , ,360 Croft Street, , ,Port Hope,L1A4K8,20210527134747,20210526122242
-81.209628274,42.6706622250001,4490,137287570,2669,Long-Term Care Home,NH for-profit,Extendicare Port Stanley, , , ,4551 East Road, , ,Port Stanley,N5L1J6,20210527134425,20210526122242
-79.189023435,43.8036371200001,4491,137287571,2883,Long-Term Care Home,NH for-profit,Extendicare Rouge Valley, , , ,551 Conlins Road, , ,Toronto,M1B5S1,20210527134458,20210526122242
-79.2101245379999,43.7637564120001,4492,137287572,2117,Long-Term Care Home,NH for-profit,Extendicare Scarborough, , , ,3830 Lawrence Avenue East, , ,Toronto,M1G1R6,20210527134947,20210526122243
-82.977125483,42.241302062,4493,137287573,2842,Long-Term Care Home,NH for-profit,Extendicare Southwood Lakes, , , ,1255 North Talbot Road, , ,Windsor,N9G3A4,20210527134722,20210526122243
-79.2583407989999,43.130024898,4494,137287574,2321,Long-Term Care Home,NH for-profit,Extendicare St. Catharines, , , ,283 Pelham Road, , ,St. Catharines,L2S1X7,20210527134713,20210526122243
-75.7506629499999,45.353706941,4495,137287575,2485,Long-Term Care Home,NH for-profit,Extendicare Starwood, , , ,114 Starwood Road, , ,Ottawa,K2G3N5,20210527133821,20210526122243
-82.882831558,42.2821411740001,4496,137287576,2904,Long-Term Care Home,NH for-profit,Extendicare Tecumseh, , , ,2475 St. Alphonse Street, , ,Tecumseh,N8N2X2,20210527133730,20210526122243
-81.3792280439999,48.4774646660001,4497,137287577,3044,Long-Term Care Home,NH for-profit,Extendicare Timmins, , , ,62 St-Jean Avenue, , ,Timmins,P4R0A6,20210527133814,20210526122243
-79.6301440399999,47.4407208010001,4498,137287578,2615,Long-Term Care Home,NH for-profit,Extendicare Tri-Town, , , ,143 Bruce Street,Postal Office Box 999, ,Temiskaming Shores,P0J1K0,20210527134708,20210526122244
-84.324710556,46.529578902,4499,137287579,2609,Long-Term Care Home,NH for-profit,Extendicare Van Daele, , , ,39 Van Daele Street, , ,Sault Ste. Marie,P6B4V3,20210527133927,20210526122244
-75.7755590579999,45.3546413400001,4500,137287580,2709,Long-Term Care Home,NH for-profit,Extendicare West End Villa, , , ,2179 Elmira Drive, , ,Ottawa,K2C3S1,20210527134303,20210526122244
-78.914830954,43.883914347,10852,137295948,3053,Long-Term Care Home,NH non-profit,Glen Hill Terrace, , , ,100 Glen Hill Drive, , ,Whitby,L1N7A3,20210527134744,20210526153559
